db_id,train_example
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: In ""Florence. Without the walls. A tucket afar off"", what is the id of the character that was mentioned in ""His name, I pray you.""? ""Florence. Without the walls. A tucket afar off"" refers to chapters.Description = 'Florence. Without the walls. A tucket afar off.'; ""His name, I pray you."" refers to PlainText = 'His name, I pray you.'"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: How many characters are there in Hamlet? Hamlet refers to Title = 'Hamlet'"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: How many scenes are there in the 5th act of ""History of Henry VIII""? 5th act refers to Act = 5; ""History of Henry VIII"" refers to LongTitle = 'History of Henry VIII'"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: Among the history works written by Shakespeare, how many works whose 1st acts have no more than 2 scenes? history refers to GenreType = 'History' ; 1st acts  refers to Act = 1; no more than 2 scenes refers to count(Scene) < 2"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: How many acts are there in Sonnets? Sonnets refers to Title = 'Sonnets'"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: What is the description of the chapter where the character whose abrreviated name is 1Play appeared first? abbreviated name is 1Play; appeared first refers to Abbrev = '1Play' and min(chapter_id)"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: What are the titles and genres of the one-act works of Shakespeare? one-act works refers to count(Act) = 1; genre refers to GenreType"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: How many paragraphs are there in the longest chapter where Sir Richard Ratcliff appeared? longest chapter refers to max(ParagraphNum); Sir Richard Ratcliff  refers to CharName = 'Sir Richard Ratcliff'"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: In ""A Lover's Complaint"", what is the description of Act 1, Scene 1? ""A Lover's Complaint"" refers to Title = 'A Lover''s Complaint'"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: When did Shakespeare create his work that has 154 scenes? When refers to Date; has 154 scenes refers to count(Scene) = 154"
shakespeare,"Based on the database schema below and the question, create a SQL query that will return the desired result:
DATABASE SCHEMA
---------------------
CREATE TABLE chapters (
id integer,
Act integer,
Scene integer,
Description text,
work_id integer,
PRIMARY KEY (id),
);
CREATE TABLE characters (
id integer,
CharName text,
Abbrev text,
Description text,
PRIMARY KEY (id),
);
CREATE TABLE paragraphs (
id integer,
ParagraphNum integer,
PlainText text,
character_id integer,
chapter_id integer,
PRIMARY KEY (id),
);
CREATE TABLE works (
id integer,
Title text,
LongTitle text,
Date integer,
GenreType text,
PRIMARY KEY (id),
);
---------------------
QUESTION: On average, how many scenes are there in each of the comedy works written by Shakespeare? comedy refers to GenreType = 'Comedy'; average = divide(sum(count(Scene)), count(work.id))"
